user_id,model_type,hit
U0666,ai_model,0
U0667,baseline,0
U0667,ai_model,0
U0668,baseline,0
U0668,ai_model,0
U0669,baseline,0
U0669,ai_model,0
U0670,baseline,0
U0670,ai_model,0
U0671,baseline,0
U0671,ai_model,0
U0672,baseline,0
U0672,ai_model,0
U0673,baseline,0
U0673,ai_model,0
U0674,baseline,0
U0674,ai_model,0
U0675,baseline,0
U0675,ai_model,0
U0676,baseline,0
U0676,ai_model,0
U0677,baseline,0
U0677,ai_model,0
U0678,baseline,0
U0678,ai_model,0
U0679,baseline,0
U0679,ai_model,0
U0680,baseline,0
U0680,ai_model,0
U0681,baseline,0
U0681,ai_model,1
U0682,baseline,0
U0682,ai_model,0
U0683,baseline,0
U0683,ai_model,0
U0684,baseline,0
U0684,ai_model,0
U0685,baseline,0
U0685,ai_model,0
U0686,baseline,0
U0686,ai_model,0
U0687,baseline,0
U0687,ai_model,0
U0688,baseline,0
U0688,ai_model,0
U0689,baseline,0
U0689,ai_model,0
U0690,baseline,0
U0690,ai_model,0
U0691,baseline,0
U0691,ai_model,0
U0692,baseline,0
U0692,ai_model,0
U0693,baseline,0
U0693,ai_model,0
U0694,baseline,0
U0694,ai_model,1
U0695,baseline,0
U0695,ai_model,0
U0696,baseline,0
U0696,ai_model,0
U0697,baseline,0
U0697,ai_model,0
U0698,baseline,0
U0698,ai_model,0
U0699,baseline,0
U0699,ai_model,0
U0700,baseline,0
U0700,ai_model,0
U0701,baseline,0
U0701,ai_model,0
U0702,baseline,0
U0702,ai_model,0
U0703,baseline,0
U0703,ai_model,0
U0704,baseline,0
U0704,ai_model,0
U0705,baseline,0
U0705,ai_model,0
U0706,baseline,0
U0706,ai_model,0
U0707,baseline,0
U0707,ai_model,1
U0708,baseline,0
U0708,ai_model,0
U0709,baseline,0
U0709,ai_model,0
U0710,baseline,0
U0710,ai_model,0
U0711,baseline,0
U0711,ai_model,0
U0712,baseline,0
U0712,ai_model,0
U0713,baseline,0
U0713,ai_model,0
U0714,baseline,0
U0714,ai_model,0
U0715,baseline,0
U0715,ai_model,0
U0716,baseline,0
U0716,ai_model,0
U0717,baseline,0
U0717,ai_model,0
U0718,baseline,0
U0718,ai_model,0
U0719,baseline,0
U0719,ai_model,0
U0720,baseline,0
U0720,ai_model,0
U0721,baseline,0
U0721,ai_model,0
U0722,baseline,0
U0722,ai_model,0
U0723,baseline,0
U0723,ai_model,0
U0724,baseline,0
U0724,ai_model,0
U0725,baseline,0
U0725,ai_model,0
U0726,baseline,0
U0726,ai_model,0
U0727,baseline,0
U0727,ai_model,0
U0728,baseline,0
U0728,ai_model,1
U0729,baseline,0
U0729,ai_model,0
U0730,baseline,0
U0730,ai_model,0
U0731,baseline,0
U0731,ai_model,0
U0732,baseline,0
U0732,ai_model,0
U0733,baseline,0
U0733,ai_model,0
U0734,baseline,0
U0734,ai_model,0
U0735,baseline,0
U0735,ai_model,0
U0736,baseline,0
U0736,ai_model,1
U0737,baseline,0
U0737,ai_model,1
U0738,baseline,0
U0738,ai_model,0
U0739,baseline,0
U0739,ai_model,0
U0740,baseline,0
U0740,ai_model,0
U0741,baseline,0
U0741,ai_model,0
U0742,baseline,0
U0742,ai_model,0
U0743,baseline,0
U0743,ai_model,0
U0744,baseline,0
U0744,ai_model,0
U0745,baseline,0
U0745,ai_model,1
U0746,baseline,0
U0746,ai_model,1
U0747,baseline,0
U0747,ai_model,1
U0748,baseline,0
U0748,ai_model,0
U0749,baseline,0
U0749,ai_model,0
U0750,baseline,0
U0750,ai_model,0
U0751,baseline,0
U0751,ai_model,0
U0752,baseline,0
U0752,ai_model,0
U0753,baseline,0
U0753,ai_model,0
U0754,baseline,0
U0754,ai_model,0
U0755,baseline,0
U0755,ai_model,0
U0756,baseline,0
U0756,ai_model,1
U0757,baseline,0
U0757,ai_model,0
U0758,baseline,0
U0758,ai_model,0
U0759,baseline,0
U0759,ai_model,0
U0760,baseline,0
U0760,ai_model,0
U0761,baseline,0
U0761,ai_model,0
U0762,baseline,0
U0762,ai_model,0
U0763,baseline,0
U0763,ai_model,0
U0764,baseline,0
U0764,ai_model,0
U0765,baseline,0
U0765,ai_model,0
U0766,baseline,0
U0766,ai_model,0
U0767,baseline,0
U0767,ai_model,1
U0768,baseline,0
U0768,ai_model,0
U0769,baseline,0
U0769,ai_model,0
U0770,baseline,0
U0770,ai_model,0
U0771,baseline,0
U0771,ai_model,0
U0772,baseline,0
U0772,ai_model,0
U0773,baseline,0
U0773,ai_model,0
U0774,baseline,0
U0774,ai_model,0
U0775,baseline,0
U0775,ai_model,0
U0776,baseline,0
U0776,ai_model,1
U0777,baseline,0
U0777,ai_model,0
U0778,baseline,0
U0778,ai_model,1
U0779,baseline,0
U0779,ai_model,0
U0780,baseline,0
U0780,ai_model,0
U0781,baseline,0
U0781,ai_model,0
U0782,baseline,0
U0782,ai_model,0
U0783,baseline,0
U0783,ai_model,0
U0784,baseline,0
U0784,ai_model,0
U0785,baseline,0
U0785,ai_model,0
U0786,baseline,0
U0786,ai_model,1
U0787,baseline,0
U0787,ai_model,0
U0788,baseline,0
U0788,ai_model,0
U0789,baseline,0
U0789,ai_model,0
U0790,baseline,1
U0790,ai_model,0
U0791,baseline,0
U0791,ai_model,0
U0792,baseline,0
U0792,ai_model,0
U0793,baseline,0
U0793,ai_model,0
U0794,baseline,0
U0794,ai_model,0
U0795,baseline,0
U0795,ai_model,0
U0796,baseline,0
U0796,ai_model,0
U0797,baseline,0
U0797,ai_model,0
U0798,baseline,0
U0798,ai_model,0
U0799,baseline,0
U0799,ai_model,0
U0800,baseline,0
U0800,ai_model,1
U0801,baseline,0
U0801,ai_model,0
U0802,baseline,0
U0802,ai_model,0
U0803,baseline,0
U0803,ai_model,1
U0804,baseline,0
U0804,ai_model,0
U0805,baseline,0
U0805,ai_model,0
U0806,baseline,0
U0806,ai_model,0
U0807,baseline,0
U0807,ai_model,0
U0808,baseline,0
U0808,ai_model,0
U0809,baseline,0
U0809,ai_model,0
U0810,baseline,0
U0810,ai_model,0
U0811,baseline,0
U0811,ai_model,0
U0812,baseline,0
U0812,ai_model,0
U0813,baseline,0
U0813,ai_model,0
U0814,baseline,0
U0814,ai_model,0
U0815,baseline,0
U0815,ai_model,0
U0816,baseline,0
U0816,ai_model,0
U0817,baseline,0
U0817,ai_model,0
U0818,baseline,0
U0818,ai_model,0
U0819,baseline,0
U0819,ai_model,0
U0820,baseline,0
U0820,ai_model,0
U0821,baseline,0
U0821,ai_model,0
U0822,baseline,0
U0822,ai_model,1
U0823,baseline,0
U0823,ai_model,0
U0824,baseline,0
U0824,ai_model,0
U0825,baseline,0
U0825,ai_model,0
U0826,baseline,0
U0826,ai_model,0
U0827,baseline,1
U0827,ai_model,1
U0828,baseline,0
U0828,ai_model,0
U0829,baseline,0
U0829,ai_model,0
U0830,baseline,0
U0830,ai_model,1
U0831,baseline,0
U0831,ai_model,0
U0832,baseline,0
U0832,ai_model,0
U0833,baseline,0
U0833,ai_model,0
U0834,baseline,0
U0834,ai_model,0
U0835,baseline,0
U0835,ai_model,0
U0836,baseline,0
U0836,ai_model,0
U0837,baseline,0
U0837,ai_model,1
U0838,baseline,0
U0838,ai_model,0
U0839,baseline,0
U0839,ai_model,0
U0840,baseline,0
U0840,ai_model,0
U0841,baseline,0
U0841,ai_model,0
U0842,baseline,0
U0842,ai_model,1
U0843,baseline,0
U0843,ai_model,0
U0844,baseline,0
U0844,ai_model,0
U0845,baseline,0
U0845,ai_model,0
U0846,baseline,0
U0846,ai_model,0
U0847,baseline,0
U0847,ai_model,1
U0848,baseline,0
U0848,ai_model,0
U0849,baseline,0
U0849,ai_model,0
U0850,baseline,0
U0850,ai_model,1
U0851,baseline,0
U0851,ai_model,0
U0852,baseline,0
U0852,ai_model,0
U0853,baseline,0
U0853,ai_model,1
U0854,baseline,0
U0854,ai_model,0
U0855,baseline,0
U0855,ai_model,0
U0856,baseline,1
U0856,ai_model,0
U0857,baseline,0
U0857,ai_model,0
U0858,baseline,0
U0858,ai_model,0
U0859,baseline,0
U0859,ai_model,0
U0860,baseline,0
U0860,ai_model,1
U0861,baseline,0
U0861,ai_model,0
U0862,baseline,0
U0862,ai_model,0
U0863,baseline,0
U0863,ai_model,0
U0864,baseline,0
U0864,ai_model,0
U0865,baseline,0
U0865,ai_model,1
U0866,baseline,0
U0866,ai_model,0
U0867,baseline,0
U0867,ai_model,0
U0868,baseline,0
U0868,ai_model,0
U0869,baseline,0
U0869,ai_model,0
U0870,baseline,0
U0870,ai_model,0
U0871,baseline,0
U0871,ai_model,0
U0872,baseline,0
U0872,ai_model,0
U0873,baseline,0
U0873,ai_model,0
U0874,baseline,0
U0874,ai_model,0
U0875,baseline,0
U0875,ai_model,0
U0876,baseline,0
U0876,ai_model,0
U0877,baseline,0
U0877,ai_model,1
U0878,baseline,0
U0878,ai_model,1
U0879,baseline,0
U0879,ai_model,0
U0880,baseline,0
U0880,ai_model,0
U0881,baseline,0
U0881,ai_model,0
U0882,baseline,0
U0882,ai_model,0
U0883,baseline,0
U0883,ai_model,0
U0884,baseline,0
U0884,ai_model,0
U0885,baseline,0
U0885,ai_model,0
U0886,baseline,0
U0886,ai_model,0
U0887,baseline,0
U0887,ai_model,0
U0888,baseline,0
U0888,ai_model,0
U0889,baseline,0
U0889,ai_model,0
U0890,baseline,0
U0890,ai_model,0
U0891,baseline,0
U0891,ai_model,0
U0892,baseline,0
U0892,ai_model,0
U0893,baseline,0
U0893,ai_model,1
U0894,baseline,0
U0894,ai_model,0
U0895,baseline,0
U0895,ai_model,0
U0896,baseline,0
U0896,ai_model,0
U0897,baseline,0
U0897,ai_model,0
U0898,baseline,0
U0898,ai_model,0
U0899,baseline,0
U0899,ai_model,0
U0900,baseline,0
U0900,ai_model,0
U0901,baseline,0
U0901,ai_model,0
U0902,baseline,0
U0902,ai_model,0
U0903,baseline,0
U0903,ai_model,1
U0904,baseline,0
U0904,ai_model,0
U0905,baseline,0
U0905,ai_model,0
U0906,baseline,0
U0906,ai_model,0
U0907,baseline,0
U0907,ai_model,0
U0908,baseline,0
U0908,ai_model,1
U0909,baseline,0
U0909,ai_model,0
U0910,baseline,0
U0910,ai_model,0
U0911,baseline,0
U0911,ai_model,1
U0912,baseline,0
U0912,ai_model,0
U0913,baseline,0
U0913,ai_model,0
U0914,baseline,0
U0914,ai_model,0
U0915,baseline,0
U0915,ai_model,0
U0916,baseline,0
U0916,ai_model,1
U0917,baseline,0
U0917,ai_model,0
U0918,baseline,0
U0918,ai_model,0
U0919,baseline,0
U0919,ai_model,0
U0920,baseline,0
U0920,ai_model,0
U0921,baseline,0
U0921,ai_model,0
U0922,baseline,0
U0922,ai_model,0
U0923,baseline,0
U0923,ai_model,0
U0924,baseline,0
U0924,ai_model,0
U0925,baseline,0
U0925,ai_model,0
U0926,baseline,0
U0926,ai_model,1
U0927,baseline,0
U0927,ai_model,0
U0928,baseline,0
U0928,ai_model,0
U0929,baseline,0
U0929,ai_model,0
U0930,baseline,0
U0930,ai_model,1
U0931,baseline,0
U0931,ai_model,0
U0932,baseline,0
U0932,ai_model,0
U0933,baseline,0
U0933,ai_model,0
U0934,baseline,0
U0934,ai_model,0
U0935,baseline,0
U0935,ai_model,0
U0936,baseline,0
U0936,ai_model,1
U0937,baseline,0
U0937,ai_model,0
U0938,baseline,0
U0938,ai_model,1
U0939,baseline,0
U0939,ai_model,0
U0940,baseline,0
U0940,ai_model,0
U0941,baseline,0
U0941,ai_model,0
U0942,baseline,0
U0942,ai_model,0
U0943,baseline,0
U0943,ai_model,0
U0944,baseline,0
U0944,ai_model,0
U0945,baseline,0
U0945,ai_model,0
U0946,baseline,0
U0946,ai_model,0
U0947,baseline,0
U0947,ai_model,1
U0948,baseline,0
U0948,ai_model,0
U0949,baseline,0
U0949,ai_model,0
U0950,baseline,0
U0950,ai_model,0
U0951,baseline,0
U0951,ai_model,0
U0952,baseline,0
U0952,ai_model,1
U0953,baseline,0
U0953,ai_model,1
U0954,baseline,0
U0954,ai_model,0
U0955,baseline,0
U0955,ai_model,1
U0956,baseline,0
U0956,ai_model,0
U0957,baseline,0
U0957,ai_model,0
U0958,baseline,0
U0958,ai_model,0
U0959,baseline,0
U0959,ai_model,0
U0960,baseline,0
U0960,ai_model,0
U0961,baseline,0
U0961,ai_model,0
U0962,baseline,0
U0962,ai_model,0
U0963,baseline,0
U0963,ai_model,0
U0964,baseline,0
U0964,ai_model,0
U0965,baseline,0
U0965,ai_model,1
U0966,baseline,0
U0966,ai_model,0
U0967,baseline,0
U0967,ai_model,0
U0968,baseline,0
U0968,ai_model,1
U0969,baseline,0
U0969,ai_model,0
U0970,baseline,0
U0970,ai_model,0
U0971,baseline,0
U0971,ai_model,1
U0972,baseline,0
U0972,ai_model,0
U0973,baseline,0
U0973,ai_model,0
U0974,baseline,0
U0974,ai_model,0
U0975,baseline,0
U0975,ai_model,0
U0976,baseline,0
U0976,ai_model,0
U0977,baseline,0
U0977,ai_model,0
U0978,baseline,0
U0978,ai_model,0
U0979,baseline,0
U0979,ai_model,1
U0980,baseline,0
U0980,ai_model,0
U0981,baseline,0
U0981,ai_model,0
U0982,baseline,0
U0982,ai_model,0
U0983,baseline,0
U0983,ai_model,0
U0984,baseline,0
U0984,ai_model,0
U0985,baseline,0
U0985,ai_model,1
U0986,baseline,0
U0986,ai_model,0
U0987,baseline,0
U0987,ai_model,0
U0988,baseline,0
U0988,ai_model,0
U0989,baseline,0
U0989,ai_model,0
U0990,baseline,0
U0990,ai_model,0
U0991,baseline,0
U0991,ai_model,0
U0992,baseline,0
U0992,ai_model,1
U0993,baseline,0
U0993,ai_model,0
U0994,baseline,0
U0994,ai_model,0
U0995,baseline,0
U0995,ai_model,0
U0996,baseline,0
U0996,ai_model,1
U0997,baseline,0
U0997,ai_model,0
U0998,baseline,0
U0998,ai_model,0
U0999,baseline,0
U0999,ai_model,0
U1000,baseline,0
U1000,ai_model,0
U1001,baseline,0
U1001,ai_model,0
U1002,baseline,0
U1002,ai_model,0
U1003,baseline,0
U1003,ai_model,0
U1004,baseline,0
U1004,ai_model,0
U1005,baseline,0
U1005,ai_model,0
U1006,baseline,0
U1006,ai_model,0
U1007,baseline,1
U1007,ai_model,0
U1008,baseline,0
U1008,ai_model,0
U1009,baseline,0
U1009,ai_model,0
U1010,baseline,0
U1010,ai_model,0
U1011,baseline,1
U1011,ai_model,1
U1012,baseline,0
U1012,ai_model,0
U1013,baseline,0
U1013,ai_model,0
U1014,baseline,0
U1014,ai_model,0
U1015,baseline,0
U1015,ai_model,0
U1016,baseline,0
U1016,ai_model,0
U1017,baseline,0
U1017,ai_model,1
U1018,baseline,0
U1018,ai_model,0
U1019,baseline,0
U1019,ai_model,0
U1020,baseline,0
U1020,ai_model,0
U1021,baseline,0
U1021,ai_model,0
U1022,baseline,0
U1022,ai_model,0
U1023,baseline,0
U1023,ai_model,0
U1024,baseline,0
U1024,ai_model,0
U1025,baseline,0
U1025,ai_model,0
U1026,baseline,0
U1026,ai_model,0
U1027,baseline,0
U1027,ai_model,0
U1028,baseline,0
U1028,ai_model,1
U1029,baseline,0
U1029,ai_model,0
U1030,baseline,0
U1030,ai_model,0
U1031,baseline,0
U1031,ai_model,0
U1032,baseline,0
U1032,ai_model,0
U1033,baseline,0
U1033,ai_model,0
U1034,baseline,0
U1034,ai_model,0
U1035,baseline,0
U1035,ai_model,0
U1036,baseline,0
U1036,ai_model,0
U1037,baseline,0
U1037,ai_model,0
U1038,baseline,0
U1038,ai_model,0
U1039,baseline,1
U1039,ai_model,0
U1040,baseline,0
U1040,ai_model,0
U1041,baseline,0
U1041,ai_model,0
U1042,baseline,0
U1042,ai_model,0
U1043,baseline,0
U1043,ai_model,1
U1044,baseline,0
U1044,ai_model,0
U1045,baseline,0
U1045,ai_model,0
U1046,baseline,0
U1046,ai_model,0
U1047,baseline,0
U1047,ai_model,0
U1048,baseline,0
U1048,ai_model,0
U1049,baseline,0
U1049,ai_model,0
U1050,baseline,0
U1050,ai_model,0
U1051,baseline,0
U1051,ai_model,0
U1052,baseline,0
U1052,ai_model,1
U1053,baseline,0
U1053,ai_model,0
U1054,baseline,0
U1054,ai_model,0
U1055,baseline,0
U1055,ai_model,0
U1056,baseline,0
U1056,ai_model,0
U1057,baseline,0
U1057,ai_model,0
U1058,baseline,0
U1058,ai_model,0
U1059,baseline,0
U1059,ai_model,0
U1060,baseline,0
U1060,ai_model,0
U1061,baseline,0
U1061,ai_model,1
U1062,baseline,0
U1062,ai_model,0
U1063,baseline,0
U1063,ai_model,0
U1064,baseline,0
U1064,ai_model,0
U1065,baseline,0
U1065,ai_model,0
U1066,baseline,0
U1066,ai_model,0
U1067,baseline,0
U1067,ai_model,1
U1068,baseline,0
U1068,ai_model,0
U1069,baseline,0
U1069,ai_model,0
U1070,baseline,0
U1070,ai_model,1
U1071,baseline,0
U1071,ai_model,0
U1072,baseline,0
U1072,ai_model,0
U1073,baseline,0
U1073,ai_model,0
U1074,baseline,0
U1074,ai_model,0
U1075,baseline,0
U1075,ai_model,1
U1076,baseline,0
U1076,ai_model,0
U1077,baseline,0
U1077,ai_model,0
U1078,baseline,0
U1078,ai_model,0
U1079,baseline,0
U1079,ai_model,0
U1080,baseline,0
U1080,ai_model,0
U1081,baseline,0
U1081,ai_model,0
U1082,baseline,0
U1082,ai_model,0
U1083,baseline,0
U1083,ai_model,1
U1084,baseline,0
U1084,ai_model,0
U1085,baseline,0
U1085,ai_model,1
U1086,baseline,0
U1086,ai_model,0
U1087,baseline,0
U1087,ai_model,0
U1088,baseline,0
U1088,ai_model,0
U1089,baseline,0
U1089,ai_model,1
U1090,baseline,0
U1090,ai_model,0
U1091,baseline,0
U1091,ai_model,0
U1092,baseline,0
U1092,ai_model,0
U1093,baseline,0
U1093,ai_model,0
U1094,baseline,0
U1094,ai_model,0
U1095,baseline,0
U1095,ai_model,0
U1096,baseline,0
U1096,ai_model,0
U1097,baseline,0
U1097,ai_model,0
U1098,baseline,0
U1098,ai_model,0
U1099,baseline,0
U1099,ai_model,0
U1100,baseline,0
U1100,ai_model,0
U1101,baseline,0
U1101,ai_model,0
U1102,baseline,0
U1102,ai_model,0
U1103,baseline,0
U1103,ai_model,0
U1104,baseline,0
U1104,ai_model,0
U1105,baseline,0
U1105,ai_model,1
U1106,baseline,1
U1106,ai_model,1
U1107,baseline,0
U1107,ai_model,0
U1108,baseline,0
U1108,ai_model,0
U1109,baseline,0
U1109,ai_model,0
U1110,baseline,0
U1110,ai_model,0
U1111,baseline,0
U1111,ai_model,0
U1112,baseline,0
U1112,ai_model,0
U1113,baseline,0
U1113,ai_model,0
U1114,baseline,0
U1114,ai_model,0
U1115,baseline,0
U1115,ai_model,0
U1116,baseline,0
U1116,ai_model,1
U1117,baseline,0
U1117,ai_model,0
U1118,baseline,0
U1118,ai_model,0
U1119,baseline,0
U1119,ai_model,0
U1120,baseline,0
U1120,ai_model,0
U1121,baseline,0
U1121,ai_model,0
U1122,baseline,0
U1122,ai_model,0
U1123,baseline,0
U1123,ai_model,0
U1124,baseline,0
U1124,ai_model,0
U1125,baseline,0
U1125,ai_model,0
U1126,baseline,0
U1126,ai_model,0
U1127,baseline,0
U1127,ai_model,1
U1128,baseline,0
U1128,ai_model,0
U1129,baseline,0
U1129,ai_model,0
U1130,baseline,0
U1130,ai_model,0
U1131,baseline,0
U1131,ai_model,0
U1132,baseline,0
U1132,ai_model,0
U1133,baseline,0
U1133,ai_model,0
U1134,baseline,0
U1134,ai_model,0
U1135,baseline,0
U1135,ai_model,1
U1136,baseline,0
U1136,ai_model,0
U1137,baseline,0
U1137,ai_model,1
U1138,baseline,0
U1138,ai_model,1
U1139,baseline,0
U1139,ai_model,0
U1140,baseline,0
U1140,ai_model,0
U1141,baseline,0
U1141,ai_model,0
U1142,baseline,0
U1142,ai_model,0
U1143,baseline,0
U1143,ai_model,0
U1144,baseline,0
U1144,ai_model,0
U1145,baseline,0
U1145,ai_model,0
U1146,baseline,0
U1146,ai_model,0
U1147,baseline,0
U1147,ai_model,0
U1148,baseline,0
U1148,ai_model,0
U1149,baseline,0
U1149,ai_model,0
U1150,baseline,0
U1150,ai_model,0
U1151,baseline,0
U1151,ai_model,0
U1152,baseline,0
U1152,ai_model,0
U1153,baseline,0
U1153,ai_model,0
U1154,baseline,0
U1154,ai_model,0
U1155,baseline,0
U1155,ai_model,1
U1156,baseline,0
U1156,ai_model,0
U1157,baseline,0
U1157,ai_model,0
U1158,baseline,0
U1158,ai_model,0
U1159,baseline,0
U1159,ai_model,0
U1160,baseline,0
U1160,ai_model,0
U1161,baseline,0
U1161,ai_model,0
U1162,baseline,0
U1162,ai_model,0
U1163,baseline,0
U1163,ai_model,0
U1164,baseline,0
U1164,ai_model,0
U1165,baseline,0
U1165,ai_model,0
U1166,baseline,0
U1166,ai_model,0
U1167,baseline,0
U1167,ai_model,0
U1168,baseline,0
U1168,ai_model,0
U1169,baseline,0
U1169,ai_model,0
U1170,baseline,0
U1170,ai_model,0
U1171,baseline,0
U1171,ai_model,0
U1172,baseline,0
U1172,ai_model,0
U1173,baseline,0
U1173,ai_model,0
U1174,baseline,0
U1174,ai_model,1
U1175,baseline,0
U1175,ai_model,0
U1176,baseline,0
U1176,ai_model,0
U1177,baseline,0
U1177,ai_model,0
U1178,baseline,0
U1178,ai_model,0
U1179,baseline,0
U1179,ai_model,0
U1180,baseline,0
U1180,ai_model,1
U1181,baseline,0
U1181,ai_model,0
U1182,baseline,0
U1182,ai_model,0
U1183,baseline,0
U1183,ai_model,0
U1184,baseline,0
U1184,ai_model,0
U1185,baseline,0
U1185,ai_model,0
U1186,baseline,0
U1186,ai_model,0
U1187,baseline,0
U1187,ai_model,0
U1188,baseline,0
U1188,ai_model,0
U1189,baseline,0
U1189,ai_model,0
U1190,baseline,0
U1190,ai_model,0
U1191,baseline,0
U1191,ai_model,0
U1192,baseline,0
U1192,ai_model,0
U1193,baseline,0
U1193,ai_model,0
U1194,baseline,0
U1194,ai_model,0
U1195,baseline,0
U1195,ai_model,0
U1196,baseline,0
U1196,ai_model,0
U1197,baseline,0
U1197,ai_model,1
U1198,baseline,0
U1198,ai_model,0
U1199,baseline,0
U1199,ai_model,0
U1200,baseline,0
U1200,ai_model,0
U1201,baseline,0
U1201,ai_model,1
U1202,baseline,0
U1202,ai_model,0
U1203,baseline,0
U1203,ai_model,0
U1204,baseline,0
U1204,ai_model,0
U1205,baseline,0
U1205,ai_model,0
U1206,baseline,0
U1206,ai_model,0
U1207,baseline,0
U1207,ai_model,0
U1208,baseline,0
U1208,ai_model,0
U1209,baseline,0
U1209,ai_model,0
U1210,baseline,0
U1210,ai_model,0
U1211,baseline,0
U1211,ai_model,0
U1212,baseline,0
U1212,ai_model,0
U1213,baseline,0
U1213,ai_model,0
U1214,baseline,0
U1214,ai_model,1
U1215,baseline,0
U1215,ai_model,0
U1216,baseline,0
U1216,ai_model,0
U1217,baseline,0
U1217,ai_model,0
U1218,baseline,0
U1218,ai_model,0
U1219,baseline,0
U1219,ai_model,0
U1220,baseline,0
U1220,ai_model,0
U1221,baseline,0
U1221,ai_model,0
U1222,baseline,0
U1222,ai_model,0
U1223,baseline,0
U1223,ai_model,0
U1224,baseline,0
U1224,ai_model,0
U1225,baseline,0
U1225,ai_model,0
U1226,baseline,0
U1226,ai_model,0
U1227,baseline,0
U1227,ai_model,0
U1228,baseline,0
U1228,ai_model,0
U1229,baseline,0
U1229,ai_model,0
U1230,baseline,0
U1230,ai_model,0
U1231,baseline,1
U1231,ai_model,0
U1232,baseline,0
U1232,ai_model,0
U1233,baseline,0
U1233,ai_model,0
U1234,baseline,0
U1234,ai_model,0
U1235,baseline,0
U1235,ai_model,0
U1236,baseline,0
U1236,ai_model,0
U1237,baseline,0
U1237,ai_model,0
U1238,baseline,0
U1238,ai_model,0
U1239,baseline,0
U1239,ai_model,0
U1240,baseline,0
U1240,ai_model,0
U1241,baseline,0
U1241,ai_model,0
U1242,baseline,0
U1242,ai_model,0
U1243,baseline,0
U1243,ai_model,0
U1244,baseline,0
U1244,ai_model,0
U1245,baseline,0
U1245,ai_model,0
U1246,baseline,0
U1246,ai_model,0
U1247,baseline,0
U1247,ai_model,0
U1248,baseline,0
U1248,ai_model,0
U1249,baseline,0
U1249,ai_model,0
U1250,baseline,0
U1250,ai_model,1
U1251,baseline,0
U1251,ai_model,0
U1252,baseline,0
U1252,ai_model,0
U1253,baseline,0
U1253,ai_model,0
U1254,baseline,0
U1254,ai_model,1
U1255,baseline,0
U1255,ai_model,0
U1256,baseline,0
U1256,ai_model,0
U1257,baseline,0
U1257,ai_model,1
U1258,baseline,0
U1258,ai_model,0
U1259,baseline,0
U1259,ai_model,0
U1260,baseline,0
U1260,ai_model,0
U1261,baseline,0
U1261,ai_model,0
U1262,baseline,0
U1262,ai_model,0
U1263,baseline,0
U1263,ai_model,0
U1264,baseline,0
U1264,ai_model,1
U1265,baseline,0
U1265,ai_model,0
U1266,baseline,0
U1266,ai_model,0
U1267,baseline,0
U1267,ai_model,0
U1268,baseline,0
U1268,ai_model,0
U1269,baseline,0
U1269,ai_model,0
U1270,baseline,0
U1270,ai_model,0
U1271,baseline,0
U1271,ai_model,1
U1272,baseline,0
U1272,ai_model,0
U1273,baseline,0
U1273,ai_model,0
U1274,baseline,0
U1274,ai_model,0
U1275,baseline,0
U1275,ai_model,0
U1276,baseline,0
U1276,ai_model,0
U1277,baseline,0
U1277,ai_model,1
U1278,baseline,0
U1278,ai_model,0
U1279,baseline,0
U1279,ai_model,0
U1280,baseline,0
U1280,ai_model,0
U1281,baseline,0
U1281,ai_model,0
U1282,baseline,0
U1282,ai_model,0
U1283,baseline,0
U1283,ai_model,0
U1284,baseline,0
U1284,ai_model,0
U1285,baseline,0
U1285,ai_model,0
U1286,baseline,0
U1286,ai_model,0
U1287,baseline,0
U1287,ai_model,0
U1288,baseline,0
U1288,ai_model,0
U1289,baseline,0
U1289,ai_model,0
U1290,baseline,0
U1290,ai_model,0
U1291,baseline,0
U1291,ai_model,0
U1292,baseline,1
U1292,ai_model,0
U1293,baseline,0
U1293,ai_model,0
U1294,baseline,0
U1294,ai_model,0
U1295,baseline,1
U1295,ai_model,0
U1296,baseline,0
U1296,ai_model,0
U1297,baseline,0
U1297,ai_model,0
U1298,baseline,0
U1298,ai_model,0
U1299,baseline,0
U1299,ai_model,0
U1300,baseline,0
U1300,ai_model,0
U1301,baseline,0
U1301,ai_model,0
U1302,baseline,0
U1302,ai_model,0
U1303,baseline,0
U1303,ai_model,0
U1304,baseline,0
U1304,ai_model,0
U1305,baseline,0
U1305,ai_model,0
U1306,baseline,0
U1306,ai_model,0
U1307,baseline,0
U1307,ai_model,0
U1308,baseline,0
U1308,ai_model,1
U1309,baseline,0
U1309,ai_model,0
U1310,baseline,0
U1310,ai_model,0
U1311,baseline,0
U1311,ai_model,1
U1312,baseline,0
U1312,ai_model,0
U1313,baseline,0
U1313,ai_model,0
U1314,baseline,0
U1314,ai_model,0
U1315,baseline,0
U1315,ai_model,0
U1316,baseline,0
U1316,ai_model,0
U1317,baseline,0
U1317,ai_model,0
U1318,baseline,0
U1318,ai_model,0
U1319,baseline,0
U1319,ai_model,1
U1320,baseline,0
U1320,ai_model,0
U1321,baseline,0
U1321,ai_model,0
U1322,baseline,0
U1322,ai_model,0
U1323,baseline,0
U1323,ai_model,0
U1324,baseline,0
U1324,ai_model,0
U1325,baseline,0
U1325,ai_model,0
U1326,baseline,0
U1326,ai_model,0
U1327,baseline,0
U1327,ai_model,0
U1328,baseline,0
U1328,ai_model,0
U1329,baseline,0
U1329,ai_model,0
U1330,baseline,0
U1330,ai_model,0
U1331,baseline,0
U1331,ai_model,0
U1332,baseline,0
